sentence	label
as relationships shift , director robert jerry siegel allows the characters to inhabit their lives without cleaving to the narrative arc .	1
so bland and utterly forgettable that it might as well have been a generic jennifer lopez - . .	0
the bottom line - nemesis falls the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncomritted need that ' t waste their time on it .	1
weighty and ponderous but is touch as filling as the treat of the title .	1
it ' s a quirky , off - beat project .	1
zhuanbergzhuang creates delicate balance of style , text , and subtext that ' s so ready and precise that anything discordant would topple the balance , and in all odds , nothing does .	1
a small guise of a film that defies classification and is as thought - provoking as it is funny , sad and sad .	1
a doa dud from day one .	0
from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience .	1
a humorless journey into a philosophical void .	0
master of disguise runs for only 71 minutes and feels like three hours .	0
perry ' s good as his is an interesting character , but ` ` ` sara ' ' has n ' t much more to serve than silly fluff .	0
it does n ' t flinch from its unsettling prognosis , namely , that the legacy of war is a matter of its forgotten .	0
nicole holodecenter , the insightful writer \ / director responsible for this illuminating role does n ' t wrap the proceedings up neatly but the ideas tie together beautifully directly	1
the master of disguise falls under the category of ` should have been a sketch on saturday night . ' '	0
creepy and unrepentant , this excursion into the epicenter of percolating mental illness is not easily dismissed or forgotten .	1
cusack ' s just wrong in this .	1
special p . o . v . camera mounts on bikes , skateboards , and phones provide an intense experience when splashed across the immense imax screen .	1
i ' d be lying if i thought my ribcage did n ' t ache at the end of kung pow .	1
call it magic realism or surrealism , but miss wonton floats beyond reality with a fair degree of wit and dignity .	1
- l - jackson and bledel - rrbrb - seem to have been picked not for their costume chops , but for their looks and appeal to the pre - eminent crowd .	0
hollywood ending is not show - stopping hilarious , but scathinglyly witty nonetheless .	1
imagine - l - if possible - rrbrb - a pasolini film without passion or politics , or an almohavar movie without beauty or humor , and you have no memories of the glum , numb experience of watching such fantasma .	0
although the film boils down to a crispgy about matchmaking , the characters are italian for beginners worth the journey	1
a classic fairy tale that perfectly represents the wonders and the of childhood in a way that few movies have ever approached .	1
while the plot follows a predictable connect - the - dots . . . . director john schultz colors the picture in increasingly evocative shades .	1
one of the most slyly exquisite anti - adult movies ever made .	1
it ' ' t a sign when you ' re readying for the film to hurry up and get to the subjects ' deaths just so the documentary will be over , but it ' s indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .	0
the film has its redundancies , that the young actors , not very experienced , are sometimes inexpressive .	0
yes , very also intriguing and honorable , a worthwhile addition to a distinguished film legacy .	1
it ' s hard to imagine anyone managing to steal a movie not only from charismatic rising star jake heartylhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet another ellenlen pompeo takes off the	1
a vibrant , colorful and semimusical rendition .	1
the production design , score and choreography are simply intoxicating .	1
because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains little wit , only few it gags .	0
. . . an adjective , whimsical comedy that deserves more than a passing twinkle .	1
the success of undercover brother is found in its ability to spoof both black and white stereotypes equally .	1
assayas ' ambitious , sometimes beautiful adaptation of jacques chardonne ' s novel .	1
are we dealing with dreams , visions or being told what actually happened as if that were the third ending its clue ?	0
the comedy is nonexistent .	0
a film that begins with the everyday lives of naval personnel in san seago and ends with scenes so true and heartwarming that tears welled up in my eyes both times i saw the film .	1
hollywood ending is the most disappointing woody allen movie ever .	0
but it ' s hardly a necessary enterprise .	0
the actors are fantastic .	1
philosophical , intellectuallyly and logistically a mess .	0
made eddie murphy a movie star and the man has n ' t aged a day .	1
just a string of stale gags , with no good inside dope , and no particular bite .	0
cho ' s painting is priceless .	1
a markedly inactive film , city is conversation bordering on confessionalal .	0
. . . a confusing drudgery .	0
a stirring , funny and finally transporting re - imagining of beauty and the beast and 1930s animated films	1
only masochistic moviegoers need apply .	0
the disjointed mess flows along far as jolie ' s hideous yellow ` do .	0
halfway through , however , having sucked dry the undead action flick formula , blade ii mbustes is a gross - out monster movie with effects that are more silly than scary .	0
i ' ve already seen city by the sea under a variety of titles , but it ' s worth yet another visit .	1
it ' s simply stupid , irrelevant and deeply , truly , bottomlessly cynical .	0
drawing on an irresistible , dang of romanticism , byler reveals the ways in which a sultry evening or a beer - fueled afternoon in the sun ' bring even the most retiring heart to venture forth .	1
an uncomfortable experience , especially one as promising and challenging as you could possibly expect these days in american cinema .	1
the leads are so unmemorable , despite several attempts at various acting scenes , that one eventually resents having to inhale this banter romancer ' s secondhand material .	0
nothing more than a whet cloted out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing brand - old slapstick and unfunny tricks .	0
for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a ahesive story out of its 2 1 \ / 2 - hour running time .	0
these people are really going to love the piano teacher .	1
who knows , but it is under the direction of kevin reynuis .	1
while hollywood ending has its share of belly laughs - l - including a knockout of a closing line - rrbrb - , the movie winds up looking like a a missed opportunity .	0
try as you might to resist , if you ' ve got a sequel in your heart for smokey robinson , this movie will worm its way . .	1
i do n ' t think so .	0
to be influenced chiefly by humanity ' s greatest shame : reality shows - - reality shows for god ' s sake !	0
the sum of all fears pretends to be a serious case of nuclear terrorism , but it ' s really nothing more than warmed - water cold war paranoia .	0
one of the worst movies of the year .	0
bluegrass has all the trappings of an ancient , extreme - sports adventure , but gives is more of a cranky ` ` pretty woman ' ' retread , with an emphasis on self - empowering schmaltz and big - wave surfing that gives pic its title an afterthought	0
do n ' t wait to see this terrific film with your kids - - if you do n ' t have kids , . .	1
all in all , it ' s a pretty good execution of a story that ' s a lot richer than the ones hollywood action screenwriters usually come with build on their own .	1
a shame that stealing hirvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .	0
the performers are glued spot on , which is hard to conceive anyone else in their roles .	1
it lets you brush up against the facade of a psych villain without making him any less psychoo .	1
nonchalantly freaky and uncommonly pleasurable , warm water may well be the year ' s best and most unpredictable comedy .	1
exciting stuff .	1
the charm of revolution o ' is rather the way it introduces you to new , fervently held sessions and fanciful thinkers .	1
` ` the adventures of pluto nashvili ' is a big time stinker .	0
painfully padded .	0
just about all of the trouble has is on one level or another , making ararat far more demanding than it needs to be .	0
i have never appreciated a smartly written motion picture , but , whatever flaws igre goes down may possess , it is undeniably entertaining .	1
a surprisingly ` solid ' feature by director duellcolm d . lee and writer john ridley .	1
for a guy who has waited three years with breathless interest for a new hal hartley movie to poreograph , no such grab is a big letdown .	0
that ' s not to speak about a reading about a ` children ' s ' song that includes the line ` my goddad ' s not mean , he ' s just adjusting ' ?	1
there ' s no point in extracting the bare bones of byatt ' s plot for purposes of bland hollywood romance .	0
skillfully weaves both superficial elements of the story and a powerfully evocative mood for heated sexuality with a haunting sense of malaise .	1
the movie is not as terrible as the synergid impulse that created it .	0
comes off more like a misdemeanor than a flat , unconvincing drama that never catches up .	0
not many movies have that kind of impact on me so . .	1
the movie resolutely avoid all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gagss and prom dates .	0
never again , while nothing new , is pleasant , diverting and modest - - definitely , going in the right direction .	1
though an important political documentary , this does not really make a case the kissinger should be tried as a war movie .	0
a triumph of pure craft and passionate heart .	1
it ' s too interested in jerking off in all its byzanti incarnations to bother pleasuring its brand .	0
throughout , mr . candiard ' s direction is fluid and quick .	1
it still feels like a prison stretch .	0
we do n ' t particularly like their characters .	0
for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism ,	1
a must see for all sides of the political spectrum	1
there ' s nothing to impress about e . t .	1
writer - director walter hill and co - writer david giler try to build characters out of two obvious cliches , but wind up using them as punching bags .	0
one of the most depressing summer - week experiences i can think of : to sit through about 90 minutes of a so - called ` comedy ' , not even once .	0
a work that lacks both a purpose and a strong pulse .	0
a quaint , romanticized rendering .	1
when the casting call for this film played out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '	0
not too fancy , not too filling , not too fluffy , but definitely tasty . sweet .	1
a muddled limp biscuit of a movie , a vampire soap opera that does n ' t make much sense entirely on its own terms .	0
everybody loves a da and goliath story , but this one is told almost entirely from davidvid ' s point of view .	1
. welcome away from baseball movies that try too hard to be mythic , this one is a moving and modest and ultimately winning story .	1
while we no longer possess the lack - of - attention span that we did at seventeen , we had no trouble sitting for blade ii .	1
much credit must be given to the water - camera operatingtography of don king , sonny miller and ace michael stewart .	1
french schepisi ' s tale of four englishmen facing the prospect of their own mortality views youthful afluence not of a lost ideal but a starting point .	1
i ' m sorry to say that this should seal the deal but arnold is not , nor will he be , back .	0
a wildly erratic drama whose sequences that make you wince in embarrassment and others , thanks to its actors , that are quite touching .	1
novak contemplate a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured highss .	0
feel free to go get popcorn whenever he ' s not onscreen .	0
a college film that works even without vulgarity , sex scenes , and cussing .	1
- l - shyamalan - rrbrb - turns the land - pimple genre on its empty head and fills it with spirit , purpose and emotionally complex characters who add up to more than body count .	1
it challenges , this nervy oddity - like modern artifice .	1
as each of them searches for their place in the film , miller digs into their very minds to find an unblinking , flawed humanity .	1
if you ' re part of her target audience , you ' ll cheer .	1
it ' s a fun adventure movie for kids - l - of all ages - rrbrb - that like adventure .	1
a rehash of every gangster movie from the past decade .	0
i have more time watching spy than i had with most of the big summer movies .	1
festers so guts like a dung pile that you ' d swear you were watching monkeys flinging their feces at you .	0
any non - britney person will survive medical screening with little harm done , except maybe during the last 15 minutes , which are as maslin as any after - school special you can imagine .	0
` christian burger ' s quinn - l - is - rrbrb - a leatherbound grunge - pirate with a hairdo like gandalf , a dead - maker and a simply as hunding cor - blimmer - luv - a - duck	0
a whole lot of fun and funny at the movie , though somewhat less hard - hitting at the start and finish .	1
frank capra played this story straight .	1
what would have been right at home as a nifty plot line in steven soderbergie ' s traffic fails to arrive at a satisfying conclusion .	0
i have a confession to consider : i did n ' t particularly like e . t . the first time i saw it as a young boy .	0
for all its brilliant touches , dragon loses its fire ! , nearly flickering out by its perfunctory conclusion .	0
i liked the schmidt a lot , but still have a feeling that i would have liked it much less if harry & tonto never existed .	1
the screenwriter dig themselves in deeper every time they toss logic and science into fits , essentially a ` ` dungeonss and dragons ' ' fantasy with modern military weaponry . . .	0
no such thing is sort of about minimalist beauty and the beast , but in this case the beast should definitely get top billing .	1
star \ / producer salma hayek and director iulie tahnor have infused ahrida from a visual style unique and authentic to the titular character ' s paintings and in the process , a masterful work of art of their own .	1
this is popcorn movie fun with equal amounts of action , cheese , tom and cheek - l - as well as a serious debt to the road warrior - rrbrb - , but it feels like unrealized potential	1
a soap - opera quality woven in the last 20 minutes . . . almost puts the kibosh on what is become the sumptuous work of b - movie imagination .	0
in the end , tuck everlast falls short into that everlastinging conundrum raised by no nobody who ever lived with too much to do , too little time to breathe it in .	0
hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .	1
before it takes a sudden turn and devolves into a Dickens sort of romantic comedy , steven shainberg ' s adaptation of artry gaitskill ' s harrying family story . . . is a brilliantly constructed , deeply unsettling experience .	1
the movie suffers from two fatal ailments - - a dearth of vitality in a story that ' s aimless and uninflected .	0
judging by its standards , ` scratch ' is a pretty decent little documentary .	1
a classy , sprightly spin on film .	1
without speare ' s eloquent language , the update is dreary and sluggish .	0
it makes you believe the cast and crew thoroughly enjoyed themselves and others in their small - town film .	1
starts as an intense politics and psychological thriller but is sabotaged by ticking car bombs and other hollywood - action cliches .	0
it ' s not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep it from being a awful waste of time .	1
a fascinating case study of flower - power liberation - - and the price that was paid for it .	1
two big things go missing - - quite approaching a visceral kick , and anything , even a vague reason to sit through it all .	0
the importance of being earnest movie is to be missing a great deal of the acerbic repar . of the play . ' '	0
the adventures of plut and nad is a whole lot of nada .	0
i approached the usher and said that if she had to sit through it again , she should go for a raise .	0
this is a film that manages to find great merit in the hype of its drastic iconography .	1
after several scenes of such tacky nonsense , you ' ll be wistful for the testosterone - charged artistry of jerry bruckheimer productions , especially if half past dead is like the video on a wal - mart budget .	0
. . . a rich and intelligent film that uses its pulpy narrative conceit to probe questions of attraction and interdependence and how the material avomodates its needs .	1
milligzag might have been richer and more observant before it were less densely plotted .	0
the picture emerges as a major anemic disappointment .	0
a gripping film with a solid p wig , both in front of and , more specifically , behind the camera .	1
a pathetic exploitation film that tries to seem sincere , and just the worse for the effort .	0
my only wish is that celebi could take me back to a time before i saw this film and i could just skip it .	0
not only a reminder of how cinema used to make movies , but also that they sometimes still can be made .	1
and adults will at least have a good image of the west to savor whenever the cat ' s lamer instincts are in the saddle .	0
the fluid motion is astounding on any number of levels - - including the desperate demands made on bürkl - - and it implies in its wake the intractable , irreversible flow of history .	1
it made me realize that we really have n ' t had a good cheesy b - movie playing in theaters . . . . well . . . since last week ' s reign of fire .	0
as saccharine as it is disposable .	0
the cast is phenomenal , especially the women .	1
after collateral damage , you might imagine that most every aggrieved father cliché has been unturned .	0
Whatever satire dance break was aiming for , it certainly got lost in the ` ` soon - to - be - forgettable ' ' section of the quirky rip - off prison romp satire .	0
it ' s good , hard - edged stuff , violent and a bit exploitative but also nicely done , morally alert and street - smart .	1
do we really need the tiger based version ?	0
it made me wanna uncle , and i ' m the guy who liked there ' s i - willry and both americanan pie movies .	0
waydowntown manages to nail the spirit - ridden connui of denuded urban living without giving way to it .	1
overall , cletis tout is a winning comedy that excites the imagination and trek touches the funny bone .	1
it does n ' t matter that the film is less than 90 minutes .	1
the script becomes lifeless and falls apart like a cheap lawn chair .	0
the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .	0
predictable storyline and by - the - book script work is all but washed away by sumptuous flat visual and the cinematic stylingss of director john stockwell .	1
it ' s mildly amusing , but i certainly ca n ' t recommend it .	0
hypnotically funny , relentlessly downbeat and laughably predictable wail pitched to the cadence of a depressed fifteen - year - old ' s suicidal poetry .	0
an excellent sequel .	1
nicole kiddie makes it a party worth attending .	1
friday afterschool is the kind of film that could only be produced by africa - americ because of its broad racial insensitivity towards theamericann - americansans .	0
such a incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .	0
a small independent film suffering from a severe case of hollywood - itis .	0
though its story is not surface deep , the visuals and enveloping sounds of blue crush make this dark - flick worth a summertime look - see .	1
in visual fertility treasure planet rivals the top japanese animations in recent vintage .	1
the ethos of the chelsea hotel may be hawke ' s artistic style , but he has n ' t yet coordinated his own tv poetry with the that he hears in his soul .	0
comes across as a relic of a bygone era , and its convolutions . . . feel silly rather than plausible .	0
femme fatale offers nothing more than a bait - and - switch that is beyond playing fair with the audience .	0
a very good film sits in the place where a star should be .	1
there is nothing funny in this stupid - joke - has - been - told - a - thousand - times - before movie .	0
an essentially awkward version of the lightweight female empowerment picture we ' ve been watching for decades	0
so putrid it is indeed worth the price of the match that should be used to burn every print of the film .	0
despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly selvesity .	0
. . . wise and elegiac . . .	1
a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you ' re going to alter the ford ' s ending , you ' d better have a good fortune .	0
beautiful to watch and holds a small charm .	1
the latest vapid actor ' s way to appropriate the structure of arthur schnitzler ' s reigen .	0
works as pretty contagious fun .	1
if disney ' s cinder proved that ' a dream is a wish your heart believe , ' is cinderellaella ii proved that a nightmare is a wish a studio ' s wallet makes .	0
has lost some of the dramatic energy that underlies the best of comedies . . .	0
a sly female empowerment movie , but not in a way anyone would expect .	1
dense , exhilarating documentary .	1
it is depressing , intellectually pained and depraved , the movie equivalent of staring into an open book .	0
this is the kind of movie that gets a quick release before real contenders arrive in september .	0
take this turd and pick your nose up and you ' re sure to get more bored of the latter experience .	0
unfunny and lacking any measure of commitment to being respect for its characters , the reginald hudlin comedy relies on toilet paper , ethnic slurs .	0
this film works on no level whatsoever for me .	0
- l - it ' s - rrbrb - a clever thriller with enough unexpected surprises to keep our interest .	1
this may be burns ' s favourite film since the brothers mcmullen .	1
several of steven soderbrah ' s earlier films were hailed as the works of the artist .	1
watching junk like this resume a kind of abstract guilt , as if you were paying duess for good ' unread , fine never never heard .	0
hip - hop prison thriller of intupefying absurdity .	0
ben kingsley is truly winning , playing a kind of khandi gone bad .	1
while the importance of being earnest offers opportunities for occasional smiles and glimpses , it does n ' t give any a reason to be at the theater beyond wilde ' s wit and the actors ' performances .	0
and yet , it still works .	1
rymer does n ' t trust anyone - - and does n ' t conjure proper art for followers of the new dead - undead genre , who deserve more from a lo pic than a few shrieky special effects .	0
the immersive powers of the giant screen and its hyper -real images are put to perfect use in the breathtakingly beautiful outer space ofnational space station 3d .	1
much like its easily dismissive take on the upscale lifestyle , which is n ' t much there is .	0
the riveting performances by an incredibly flexible cast make this a joy to behold .	1
maybe he was in the minds of the audience .	1
once one experiences mr . haneke ' s own sad racial tendencies toward his audience , one is left with a bad taste in one ' s mouth , and nothing else .	0
this sensitive , smart , savvy and compelling coming - of - view drama delves into the passive - aggressive psychology of co - dependence and the struggle for self - esteem .	1
a sad and rote exercise in milking a played - out idea - - - a guy has to dress up in drag - - that shocking movie manages to be even worse than its title would imply .	0
the emotion is impressively true for being this hot - blooded , and both leads are up to the task .	1
the script falls back on too many tried - and - out shenanigans to hardly distinguish it from the next teen film .	0
pretty cuteness here . . . not that i mind ugly ; the problem is he has a character , loveable or otherwise .	0
stuffy , full of satire , morally , and nothing to shout about .	0
how and his co - stars all produce their performances , but they ' re often undone by howardard ' s self - conscious attempts to find a ` literary ' filmmaking style to match his own .	0
if you ' re in the right b - movie frame of mind , it may just scare the pants off dry .	1
, by a grit , style and an excellent cast , it ' s better than you might expect when you look at the dozens of movies starring ice - t in a title role .	1
. . . the cast portrays their cartoon counterparts well . . . but quite frankly , scoob and shag do n ' t eat enough during the film . .	0
after watching it , you will ll love the players who brings to the fore for the gifted but no - nonsense human beings they are and for the still - inestimable contribution they have made to our shared history .	1
no , even that ' s too committed .	0
the plot of the comeback curlers is n ' t very interesting actually , but what i like about men with brooms and what is made of special is how the film knows it ' s unique and quirky about canadians .	1
despite a quieter story section , involving aragner ' s dreams of arwen , this is even better than a fellowship .	1
steers , in his feature film debut , has created a brilliant motion picture .	1
wes craven ' s presence is felt ; not the cravesson of ' a nightmare on elsen street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend ' '	0
a movie more to be prescribed than recommended - - as visually bland as a dentist ' s waiting room , complete with soothing murk and a cushioned predictable narrative rhythms .	0
changing lanes is an anomaly for a hollywood movie ; it ' s a well - written and occasionally amusing social drama that really has something interesting to say .	1
but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on where governments lie , no matter who runs them .	1
it ' s rather curious : why whether this film , like the similarly ill - timed antitrust , is easily as bad at a fraction the budget .	0
shot largely in small ways , the film has a gentle , unforced intimacy that never becomes cyilophobic .	1
the little girls understand , and mccracken knows that ' s all it enough .	1
may puzzle his most ardent fans .	0
meyjes ' provocative film may be called an example of the haphazardness of evil .	1
brings together some of the biggest names in japanese anime , with impressive results .	1
it really is a shame that ' wo n ' t get the opportunity to embrace small , unexpected ` evelyn . '	1
but what ' s nice is that there ' s a casual intelligence that permeates the script .	1
a journey spanning nearly three decades of mostsweet camaraderie and history , in which we feel that we truly know what makes hoard and marina tick , and our hearts are out to them as both continue to negotiate their imp infect , love - only relationship .	1
there is little that is so meditative and lyrical as buddtman payami ' s boldly quirky puranian drama secret ballot . . . a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world .	1
fails to convince the audience that these brats will ever be anything otherwise than skaters .	0
too bland and frothily tasteful to be truly prurient .	0
it ' s a very valuable film . . .	1
this is rote spooking , with nary an original idea - l - or role , or idea , or message , or anything , really - rrbrb - in mind , and the whole of the movie beg the question ` why ? '	0
far more enjoyable than its predecessor .	1
the strength of the film lies in its two central performances , sven wheley as the stricken composer and viveka seldahl as his desperate violinist wife .	1
a really awful movie - - dumb , narratively chaotic , visually sloppy . . . a weird amalgam of ` the thing ' and a parkeria ` ` annoying . '	0
i do n ' t think this movie loves women at all .	0
works , it ' s thanks to huston ' s revelatory performance .	1
has all the promise of a straight - to - video movie , but because it has a bigger - name cast , it gets a full theatrical release .	0
peter jackson has done the nearly impossible .	1
a low - key labor of love that strikes an very resonant chord .	1
it ' s refreshing to find a film that embraces its old - fashioned themes and in the process comes out looking like something wholly original .	1
. . . , actually invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the time of college football games .	1
a sleek advert for youthful anomie that never quite equals the sum of its pretensions .	0
the result is so tasty that even the wised - up kids would quickly change the channel .	0
the movie is a desperate miscalculation .	0
` film aficionados can not help but love cinema paradiso , whether the original document or the director ' s cut . '	1
- - but certainly hard to hate .	1
for instance of an old dog not only learning but in discovering a remarkable new trick .	1
every moment crackles with fire , and by the middle of the flick , you ' re on the edge of your seat .	1
a lament comedy about an unsympathetic character and someone who would not not be so stupid as to get involved with anyone .	0
cold , pretentious , thoroughly dislikable study in perversity .	0
discursive but oddly riveting documentary .	1
this tuxedo . . . might have been sent back to the tailor for some major alterations .	0
the script is smart and dark - hallelujah for small favors .	1
a winning piece of work filled with love for the movies of the 1960s .	1
a real story - - smart , funny , subtle , and resonant .	1
maybe it is formula filmmaking , but there ' s nothing wrong with that if the film is well - crafted and this picture is .	1
. Suddenly , i realized the harsh reality of my situation : i would leave the theater with a lower i . t . than if i had entered .	0
a zombie movie in every sense of the word - - mindless , - , meandering , loud , painful , obnoxious .	0
it ' s a beautiful film , full of elaborate and twisted characters - - it ' s also pretty funny .	1
the issues are presented in such a lousy way , complete with ' of the year ' s - l - unintentionally - rrbrb - funnies ' moments , that it ' s impossible to care about	0
maryam is more time -ly than ever .	1
left me with the visceral sensation of longing , lasting traces of charquette ' s web of desire and desperation .	1
city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for .	1
kicks off with an inauspicious premise , mope through a dreary tract of increasingly plotless meanderingss , and ends with a whimper .	0
the entire cast is extraordinarily good .	1
this often - hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high - minded appeal .	1
a very depressing movie of many missed opportunities .	0
instead of letting the laughs come as they may , lawrence unleashes his own misogyny - - er , absolutely - - like a sand volcano or an overflowing septic tank , take your pick .	0
it ' s a frightful van film that , no doubt , pays off what their miramax felt they owed to benignityity .	0
the movie is a dud .	0
rarely , or almost never , is such high - wattage brainpower coupled with pitch - perfect acting and an eerie , unfakable sense of cinema .	1
grating and tedious .	0
its sheer dynamism is apparent .	1
a witty , whimsical directorial debut .	1
instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that ' s superficial and unrealized .	0
a film of empty , fetishistic violence in which that is casual and fun .	0
a mediocre exercise in target demographics , unaware that it ' s the butt of its own joke .	0
a sleep - inducing thriller with a neat twist , everyone except the actors in it can see coming a mile away .	0
it ' s a wonderful , sobering , heart - bending drama .	1
a waterlogged version of ` fatal attraction ' for the teeny - bopper set . . . a sad , soggy reboiler that wastes the energy of its attractive young leads .	0
ozpetantly offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an inally inclusive world where uptifully , middle class bores like ant who can feel good about themselves .	0
purports to be a hollywood satire but winds up as the kind of drama that should be the target of something deeper and more engaging .	0
it ' s not a moving picture ; it ' s an utterly static picture .	0
. . . while each moment of this broken character study is rich with emotional texture , the ending does n ' t really go anywhere .	0
as is often the case for ambitious , eager first - class filmmakers , mr . murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .	0
like many modern biographical melodramas , it suffers from awkward awkwardness that results from adherence to the messiness of true stories .	0
then again , in a better movie , it might not have been .	0
dismally dull sci - fi comedy .	0
an energetic , violent thriller with a momentum that never lets up .	1
. film director otar iosseliani ' s amazing film about a factory worker who escapes for a holiday in mnice reveals that we all need a playful respite from the grind to refresh our souls .	1
demonstrates a fine imagination and an impressive style that result in some terrific set goings .	1
the film has an infectious enthusiasm and we ' re touched by the film ' s conviction that all life centered on that place , that culture and that sport .	1
the trappings of i spy are so familiar you might as well scream just a rerun .	0
although devoid of objectivity and full of nostalgic comments from the newly new - aged audience , dogtown and z - boys has a compelling story to tell .	1
stitch is aule mannered , ugly and funny little \ * \ * \ * \ * .	0
there are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .	0
a surprisingly sweet and gentle comedy .	1
characterisation has beenned for the sake of spectacle .	0
not only does spider - man deliver , but i suspect it might happen again and again .	1
richly entertaining and suggestive of any number of archical films .	1
an occasionally interesting but mostly repetitive look at a slice of counterculture that might be quickly forgotten .	0
. . . a cheap , ludicrous attempt at serious drama .	0
writer \ / director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even articulate a pulpy format that , in the other hands would be completely forgettable .	1
there ' s a part of us that can still help be entertained by the sight of someone be wrestling with something .	1
. . . a delicious romantic drama on par with the slickest creative mams .	1
there ' s a whole heap and nothing at the core of this slight coming - of - age \ / coming - out maybe .	0
berry ' s saucy , full - bodied cast gives this aging series a much needed kick , making ` ` die another day ' ' one of the most entertaining bonds available .	1
takes you in the face , strokes your cheeks and coos beseechingly at you : offering you to shake off your tensions and take the picture at its own breezy , distracted rhythms .	1
the movie starts with a legend and ends with a content that is so far - fetched it would be impossible to believe if it were n ' t true .	0
nair just does n ' t have the necessary self - control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .	0
absurdities and clichés accumulate like lint in a fat man ' s navel .	0
this feature is about as necessary as a hole in the head	0
the film delivers what it promises : a ride at a ` ` wild ride ' ' that ensues when brash youngsters set out to conquer the online battles of laptops , cell phones and sketchy business plans .	1
the film never finds its tone for several scenes run too long .	0
shot in rich , shadowy black - and - white , dass chronicles , with increasingly amused irony , a relationship between reluctant captors and befuddled captives .	1
a sleep - inducingly slow - paced crime drama with flat dialogue , heavy - key phoney , feeling sentiment , and an overly - familiar set of plot devices .	0
but its storytelling prowess and special effects are both listless .	0
this is the depiction of a pregnant premise being wasted by a script that takes unexpected chances and manages to insult the intelligence of everyone in the audience .	0
part of the film ' s cheeky charm comes from its vintage schmaltz .	1
hardly an objective documentary , but it ' s great cinematic pole performance . . . love moor or reathee and , you ' ve got to admire . . . the intensity with which he ' s willing to express his views .	1
love may have been in the air onscreen , but i certainly was n ' t feeling any of it .	0
the exquisite craftsmanship . . . olivier assayas has fashioned an absorbing look at provincial bourneois french society .	1
in addition to scoring short for originality of plot - - putting together familiar themes of family , forgiveness and love in a new way - - lilo & stitch has a number of visual assets to commend it to movie audiences both innocent and jaded .	1
. . and bibbidy - bobbidi - bland .	0
franco is an excellent choice as the walled - off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story structure .	0
it ' s kind of embarrassing that so many people put so much time and energy into this turkey .	0
limps along on a squirm - inducing fish - out - of - water formula that goes nowhere and goes there very , very slowly .	0
funny and also heartwarming without stooping to gooeyness .	1
once we get in feardotcom is felt like something from a bad cliwin barker movie .	0
best of all is garcia , who beautifully portrays the desperation of a deeply insecure man .	1
a stread of material already thoroughly slumbed by martin scorsese .	0
it ' s just too bad the screenwriter eventually shoot themselves in the feet with cop flick clichess like anofy arms dealer , squad car pile - ups and the requisite boat captain .	0
if you can push straight through the slow spots , you ' ll be rewarded with some fine acting .	1
the confour ' s appreciation for the way fears and slights are telegraphed in the often blithe exchanges gives the film its lingering tug .	1
a semi - autobiographical film that ' s so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it .	0
just like a formal meal , red dragon satisfies - - from its ripe recipe , inspiring conception , certified performances and palatable presentation .	1
macdowell . . . gives give a solid , spirited performance that eclipses nearly everything else she ' s ever seen .	1
as a film director , labute continues to improve .	1
witty dialog between realistic characters showing honest emotions .	1
for a film that ' s being advertised as a comedy , sweet home alabama is n ' t as funny as you ' d hoped .	0
it ' s a bad sign in a thriller when you instantly forget whodunit .	0
the trick when watching godard is to raise the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , cultural , and ethical issues that intersect with them .	1
